Итерация,Тип подвески,Xmech1,Xmech2,Xmech3,,Плавность хода,Энергопотребление,Угол крена,Угол дифферента,Проходимость,Итоговая Парето
791,Torsion,5.0,0.12,4.0,,16.5416,125909881241.7382,0.2894,0.4298,1,100000012590993.6
792,Torsion,6.0,0.12,4.0,,111.455,92275369249.5377,0.5133,0.6201,1,100000009227571.16
793,Torsion,7.0,0.12,4.0,,33.9329,121860178110.4872,0.1708,0.1724,1,100000012186028.23
794,Torsion,8.0,0.12,4.0,,78.4828,78288705570.2629,3.1416,1.2184,1,100000007828897.16
795,Torsion,9.0,0.12,4.0,,11.5389,137083641492.6618,0.1764,0.1546,1,100000013708367.84
796,Torsion,10.0,0.12,4.0,,43.174,123691889511.1914,0.6279,0.2713,1,100000012369202.53
797,Torsion,0,0.14,4.0,,7.7835,123719043689.6112,0.0896,0.1009,1,100000012371906.84
798,Torsion,1.0,0.14,4.0,,105.0209,112116348910.1677,3.1416,1.2738,1,100000011211669.48
799,Torsion,2.0,0.14,4.0,,142.5307,84312154022.7458,3.1414,1.388,0,8431261.3321
800,Torsion,3.0,0.14,4.0,,97.0066,98373840528.4192,3.1409,0.2699,1,100000009837415.55
801,Torsion,4.0,0.14,4.0,,78.2989,78870902868.5245,1.386,0.5016,1,100000007887115.1
802,Torsion,5.0,0.14,4.0,,15.6552,102619122819.7477,0.3306,0.1419,1,100000010261917.31
803,Torsion,6.0,0.14,4.0,,7.6781,135668350566.9889,0.1293,0.1558,1,100000013566837.56
804,Torsion,7.0,0.14,4.0,,15.0167,134635101135.9933,0.1591,0.1797,1,100000013463514.86
805,Torsion,8.0,0.14,4.0,,12.7548,135386765383.2917,0.1204,0.0817,1,100000013538680.5
806,Torsion,9.0,0.14,4.0,,6.4583,135181869943.8449,0.1328,0.1443,1,100000013518189.12
807,Torsion,10.0,0.14,4.0,,15.3162,134114118411.3262,0.144,0.2344,1,100000013411416.7
808,Torsion,0,0.02,6.0,,8.5353,136968840242.8161,0.2101,0.3933,1,100000013696887.0
809,Torsion,1.0,0.02,6.0,,7.593,121224400458.5226,0.1741,0.2182,1,100000012122442.6
810,Torsion,2.0,0.02,6.0,,12.7987,137732275862.0565,0.2482,0.3426,1,100000013773231.84
811,Torsion,3.0,0.02,6.0,,75.3223,121795076925.8119,0.585,0.7521,1,100000012179531.22
812,Torsion,4.0,0.02,6.0,,88.76,102853535098.7771,3.1416,0.3382,1,100000010285382.58
813,Torsion,5.0,0.02,6.0,,7.6458,136529007531.8638,0.1703,0.2385,1,100000013652903.33
814,Torsion,6.0,0.02,6.0,,82.7991,78971244853.8531,0.4215,0.4284,1,100000007897149.92
815,Torsion,7.0,0.02,6.0,,12.8079,124349804439.7259,0.1626,0.1838,1,100000012434984.53
816,Torsion,8.0,0.02,6.0,,141.0242,61860207266.4592,3.1416,0.7801,1,100000006186065.78
817,Torsion,9.0,0.02,6.0,,41.4356,116142164837.5741,0.3095,0.2671,1,100000011614229.31
818,Torsion,10.0,0.02,6.0,,16.8946,133970638513.3119,0.1395,0.1439,1,100000013397069.12
819,Torsion,0,0.04,6.0,,16.961,136513600234.411,0.259,0.1942,1,100000013651365.42
820,Torsion,1.0,0.04,6.0,,22.6885,107255370899.1154,0.2519,0.7091,1,100000010725544.56
821,Torsion,2.0,0.04,6.0,,49.6764,121903462651.6322,0.6806,0.6268,1,100000012190362.08
822,Torsion,3.0,0.04,6.0,,47.6721,122231783741.068,3.1416,0.9601,1,100000012223195.55
823,Torsion,4.0,0.04,6.0,,47.7464,115141239457.2132,0.2423,0.278,1,100000011514138.64
824,Torsion,5.0,0.04,6.0,,12.878,120977983394.5425,0.2718,0.3214,1,100000012097802.62
825,Torsion,6.0,0.04,6.0,,151.453,67552722635.2386,3.1416,1.5087,1,100000006755320.95
826,Torsion,7.0,0.04,6.0,,139.1639,67963642641.4684,3.1416,1.407,1,100000006796409.2
827,Torsion,8.0,0.04,6.0,,130.112,62794909275.5888,3.1416,1.0785,1,100000006279532.92
828,Torsion,9.0,0.04,6.0,,94.9167,82635248074.4864,0.5438,0.562,1,100000008263554.06
829,Torsion,10.0,0.04,6.0,,15.2416,133503156929.0596,0.1407,0.1746,1,100000013350320.48
830,Torsion,0,0.06,6.0,,10.8421,122928252392.0933,0.1084,0.1211,1,100000012292828.66
831,Torsion,1.0,0.06,6.0,,22.0171,134468731839.6486,0.2444,0.2938,1,100000013446880.17
832,Torsion,2.0,0.06,6.0,,109.3391,99748626272.3585,1.7472,1.3282,1,100000009974897.58
833,Torsion,3.0,0.06,6.0,,174.6831,61573870770.077,3.1416,1.4716,1,100000006157442.72
834,Torsion,4.0,0.06,6.0,,31.0307,116608844278.9832,0.126,0.1898,1,100000011660893.95
835,Torsion,5.0,0.06,6.0,,25.2457,117928788439.5658,0.2775,0.3134,1,100000011792886.83
836,Torsion,6.0,0.06,6.0,,176.8458,74795749776.3653,3.1416,1.5144,1,100000007479631.3
837,Torsion,7.0,0.06,6.0,,6.7834,135051296043.7269,0.1786,0.1339,1,100000013505131.86
838,Torsion,8.0,0.06,6.0,,12.568,134980000875.8346,0.1592,0.1323,1,100000013498004.06
839,Torsion,9.0,0.06,6.0,,123.388,65413098190.913,3.1416,1.5192,1,100000006541350.1
840,Torsion,10.0,0.06,6.0,,98.9534,82475333537.8373,3.1416,1.4441,1,100000008247566.25
841,Torsion,0,0.08,6.0,,9.5159,136644589474.2184,0.1526,0.2108,1,100000013664462.06
842,Torsion,1.0,0.08,6.0,,107.3828,82533939193.2283,2.8436,1.303,1,100000008253429.03
843,Torsion,2.0,0.08,6.0,,12.9658,118091881056.4128,0.1469,0.2427,1,100000011809192.27
844,Torsion,3.0,0.08,6.0,,40.8484,115152577792.3658,0.1393,0.2155,1,100000011515270.28
845,Torsion,4.0,0.08,6.0,,136.5314,74679018602.2749,3.1416,1.1741,1,100000007467945.84
846,Torsion,5.0,0.08,6.0,,149.5735,57066120357.1212,3.1416,1.2074,1,100000005706659.95
847,Torsion,6.0,0.08,6.0,,189.9233,55091303009.8289,3.1416,0.8896,1,100000005509190.1
848,Torsion,7.0,0.08,6.0,,171.5082,45252881680.9836,3.1416,0.8736,1,100000004525342.44
849,Torsion,8.0,0.08,6.0,,94.3361,156779974434.7944,3.1416,1.3574,1,100000015678028.89
850,Torsion,9.0,0.08,6.0,,101.4344,72857583516.2166,3.1416,0.2549,1,100000007285791.16
851,Torsion,10.0,0.08,6.0,,8.2392,134751533565.5,0.1642,0.0973,1,100000013475156.02
852,Torsion,0,0.1,6.0,,6.6251,122278752303.9586,0.0859,0.2185,1,100000012227877.44
853,Torsion,1.0,0.1,6.0,,113.0628,130812755072.7236,3.1416,1.2395,1,100000013081312.5
854,Torsion,2.0,0.1,6.0,,66.1636,116675876518.6352,0.7325,0.5102,1,100000011667608.38
855,Torsion,3.0,0.1,6.0,,11.2742,115666254392.7578,0.1359,0.2001,1,100000011566629.06
856,Torsion,4.0,0.1,6.0,,6.3749,122905318357.8987,0.125,0.19,1,100000012290533.97
857,Torsion,5.0,0.1,6.0,,114.3132,70940533784.367,0.8579,0.8075,1,100000007094088.84
858,Torsion,6.0,0.1,6.0,,20.6554,131561726523.9456,0.3595,0.2483,1,100000013156179.28
859,Torsion,7.0,0.1,6.0,,165.1461,76705493262.5208,3.1416,1.0137,1,100000007670601.78
860,Torsion,8.0,0.1,6.0,,103.7918,50283876512.4182,0.4928,1.3568,1,100000005028420.08
861,Torsion,9.0,0.1,6.0,,7.9426,134739379706.819,0.1801,0.1866,1,100000013473940.61
862,Torsion,10.0,0.1,6.0,,105.5021,59377037483.8954,0.366,0.4973,1,100000005937736.0
863,Torsion,0,0.12,6.0,,7.1037,122375871939.488,0.0928,0.2162,1,100000012237589.55
864,Torsion,1.0,0.12,6.0,,159.2449,76672217995.7822,3.1415,1.3324,1,100000007667272.7
865,Torsion,2.0,0.12,6.0,,7.9198,130182517792.7584,0.1651,0.3799,1,100000013018254.53
866,Torsion,3.0,0.12,6.0,,8.1832,137109396746.4357,0.1376,0.1107,1,100000013710942.3
867,Torsion,4.0,0.12,6.0,,6.3,122901233825.2448,0.1326,0.058,1,100000012290125.4
868,Torsion,5.0,0.12,6.0,,143.8794,73430866321.5877,3.1415,1.3368,1,100000007343132.94
869,Torsion,6.0,0.12,6.0,,70.1675,100491234357.8526,0.3638,0.5079,1,100000010049145.1
870,Torsion,7.0,0.12,6.0,,147.1395,65377907674.3892,3.1416,1.199,1,100000006537837.95
871,Torsion,8.0,0.12,6.0,,100.5044,84147300505.4392,3.1416,0.6055,1,100000008414762.83
872,Torsion,9.0,0.12,6.0,,80.7485,103368389363.5843,0.7024,0.4205,1,100000010336863.95
873,Torsion,10.0,0.12,6.0,,158.4057,65879934966.8175,3.1416,0.8687,1,100000006588043.83
874,Torsion,0,0.14,6.0,,9.1953,132075146354.1796,0.1043,0.1986,1,100000013207517.61
875,Torsion,1.0,0.14,6.0,,35.414,116316209888.6515,0.1081,0.3388,1,100000011631631.92
876,Torsion,2.0,0.14,6.0,,7.8087,128915848132.7018,0.1194,0.2232,1,100000012891587.39
877,Torsion,3.0,0.14,6.0,,9.4411,90146020600.7788,0.1526,0.1464,1,100000009014605.11
878,Torsion,4.0,0.14,6.0,,9.8524,107297557316.2828,0.125,0.0884,1,100000010729758.84
879,Torsion,5.0,0.14,6.0,,11.3299,135090227741.2241,0.1503,0.1354,1,100000013509026.38
880,Torsion,6.0,0.14,6.0,,27.9904,134367866175.1518,0.7373,0.5382,1,100000013436795.9
881,Torsion,7.0,0.14,6.0,,10.0398,135553194183.1916,0.1278,0.0872,1,100000013555322.58
882,Torsion,8.0,0.14,6.0,,130.7101,72120260038.0015,0.6684,1.0594,1,100000007212066.42
883,Torsion,9.0,0.14,6.0,,33.8327,108891946023.4773,0.3842,0.1591,1,100000010889205.12
884,Torsion,10.0,0.14,6.0,,161.5323,122559017726.1105,1.072,0.5498,1,100000012255951.38
885,Torsion,0,0.02,8.0,,10.314,108871245949.6549,0.4111,0.2515,1,100000010887128.16
886,Torsion,1.0,0.02,8.0,,190.5468,69150217378.9136,3.1416,1.0286,1,100000006915081.83
887,Torsion,2.0,0.02,8.0,,6.6602,137444943478.7613,0.1424,0.2026,1,100000013744496.6
888,Torsion,3.0,0.02,8.0,,20.5131,135053765987.155,0.1486,0.1907,1,100000013505382.98
889,Torsion,4.0,0.02,8.0,,7.4337,120782651668.5534,0.2667,0.275,1,100000012078267.78
890,Torsion,5.0,0.02,8.0,,17.6755,99533750716.7664,0.3113,0.3035,1,100000009953380.8
891,Torsion,6.0,0.02,8.0,,116.9738,77073765051.0037,3.1416,1.3965,1,100000007707414.78
892,Torsion,7.0,0.02,8.0,,136.4035,82455670383.5906,3.1416,1.2552,1,100000008245611.03
893,Torsion,8.0,0.02,8.0,,117.447,144814125523.7,3.1416,1.1769,1,100000014481450.81
894,Torsion,9.0,0.02,8.0,,151.2846,45941452711.9425,0.7777,1.2574,1,100000004594192.08
895,Torsion,10.0,0.02,8.0,,14.6333,134130624653.6742,0.2583,0.3398,1,100000013413067.28
896,Torsion,0,0.04,8.0,,20.3646,139661102203.0502,0.5279,0.7561,1,100000013966117.23
897,Torsion,1.0,0.04,8.0,,9.949,118669836258.0805,0.1688,0.3191,1,100000011866986.95
898,Torsion,2.0,0.04,8.0,,9.8511,122223695323.2431,0.2941,0.2228,1,100000012222372.84
899,Torsion,3.0,0.04,8.0,,202.5102,72064289461.5988,3.1407,0.6208,1,100000007206492.33
900,Torsion,4.0,0.04,8.0,,8.9798,124794002191.7784,0.4027,0.1006,1,100000012479403.27
901,Torsion,5.0,0.04,8.0,,33.2812,102546654507.5686,0.4971,0.2267,1,100000010254675.94
902,Torsion,6.0,0.04,8.0,,75.6549,107820421019.9093,0.5324,0.2522,1,100000010782065.34
903,Torsion,7.0,0.04,8.0,,147.5653,66013006567.626,0.2694,0.6882,1,100000006601345.6
904,Torsion,8.0,0.04,8.0,,80.6965,111010809064.7735,0.6965,0.778,1,100000011101106.14
905,Torsion,9.0,0.04,8.0,,151.9458,63257589558.7107,3.1416,0.7338,1,100000006325807.25
906,Torsion,10.0,0.04,8.0,,14.3463,133888372838.4794,0.228,0.2355,1,100000013388841.9
907,Torsion,0,0.06,8.0,,6.3336,124736389685.5756,0.0889,0.1134,1,100000012473641.02
908,Torsion,1.0,0.06,8.0,,217.7005,77337719922.7376,3.1416,0.9427,1,100000007733840.16
909,Torsion,2.0,0.06,8.0,,7.7917,136931602121.0932,0.2014,0.3598,1,100000013693162.94
910,Torsion,3.0,0.06,8.0,,31.0543,113202497505.6881,0.3216,0.3578,1,100000011320259.55
911,Torsion,4.0,0.06,8.0,,17.581,123058756884.0834,0.3742,0.4049,1,100000012305881.52
912,Torsion,5.0,0.06,8.0,,129.222,82725856814.3358,0.4138,0.7929,1,100000008272625.3
913,Torsion,6.0,0.06,8.0,,147.6741,94554641706.3234,3.1403,1.0542,1,100000009455511.4
914,Torsion,7.0,0.06,8.0,,10.5549,135663415772.9523,0.2469,0.1864,1,100000013566345.05
915,Torsion,8.0,0.06,8.0,,111.2708,75043705300.419,3.1416,0.9964,1,100000007504406.81
916,Torsion,9.0,0.06,8.0,,81.3311,100395583291.3547,0.5265,0.5824,1,100000010039583.5
917,Torsion,10.0,0.06,8.0,,86.7806,89142585097.7024,0.5862,1.0216,1,100000008914285.67
918,Torsion,0,0.08,8.0,,9.1424,132317644648.5461,0.1976,0.2951,1,100000013231767.55
919,Torsion,1.0,0.08,8.0,,13.5457,120092610957.7607,0.1209,0.2656,1,100000012009265.44
920,Torsion,2.0,0.08,8.0,,6.8926,136407902527.8337,0.1373,0.221,1,100000013640792.58
921,Torsion,3.0,0.08,8.0,,45.4096,125834415031.5081,0.2979,0.525,1,100000012583455.7
922,Torsion,4.0,0.08,8.0,,125.6326,93701363933.0078,0.2782,0.5983,1,100000009370174.7
923,Torsion,5.0,0.08,8.0,,16.3002,105605825968.5454,0.2335,0.3569,1,100000010560587.9
924,Torsion,6.0,0.08,8.0,,123.9913,87640346890.0692,3.1416,1.3378,1,100000008764075.02
925,Torsion,7.0,0.08,8.0,,8.5816,135024813219.3902,0.2309,0.0958,1,100000013502484.12
926,Torsion,8.0,0.08,8.0,,115.9875,75332638127.9636,0.4138,0.4448,1,100000007533299.2
927,Torsion,9.0,0.08,8.0,,43.4034,122915345755.5265,0.5938,0.4647,1,100000012291548.34
928,Torsion,10.0,0.08,8.0,,19.0345,133477366379.0652,0.3277,0.3558,1,100000013347742.83
929,Torsion,0,0.1,8.0,,8.4611,129360628073.3624,0.1249,0.4016,1,100000012936065.72
930,Torsion,1.0,0.1,8.0,,7.6252,137408385629.862,0.1372,0.1758,1,100000013740841.06
931,Torsion,2.0,0.1,8.0,,6.0986,110273189324.4753,0.1189,0.2133,1,100000011027321.0
932,Torsion,3.0,0.1,8.0,,124.6755,97565521070.4427,3.1416,0.4788,1,100000009756592.05
933,Torsion,4.0,0.1,8.0,,20.4226,98473893063.6101,0.2358,0.11,1,100000009847395.67
934,Torsion,5.0,0.1,8.0,,12.4407,124668056632.3268,0.2617,0.1936,1,100000012466809.72
935,Torsion,6.0,0.1,8.0,,106.1219,75789984772.0822,3.1407,1.0581,1,100000007579033.25
936,Torsion,7.0,0.1,8.0,,112.1943,65557193007.5154,0.2414,0.2922,1,100000006555753.33
937,Torsion,8.0,0.1,8.0,,59.298,115292101144.0966,3.1416,0.479,1,100000011529230.44
938,Torsion,9.0,0.1,8.0,,134.6032,66710970630.3519,3.1416,1.2553,1,100000006671140.52
939,Torsion,10.0,0.1,8.0,,40.8767,51001315344.2689,0.3741,0.5076,1,100000005100144.42
940,Torsion,0,0.12,8.0,,5.8896,129731574772.8074,0.0922,0.18,1,100000012973159.44
941,Torsion,1.0,0.12,8.0,,7.6045,123933447277.3496,0.0961,0.2328,1,100000012393347.23
942,Torsion,2.0,0.12,8.0,,48.0112,125489285095.9208,0.1993,0.3357,1,100000012548943.28
943,Torsion,3.0,0.12,8.0,,6.4062,124404501839.4118,0.1041,0.2305,1,100000012440452.34
944,Torsion,4.0,0.12,8.0,,9.2136,107964486148.9184,0.3943,0.1797,1,100000010796451.78
945,Torsion,5.0,0.12,8.0,,116.1156,82705046531.8702,3.1416,0.7247,1,100000008270542.19
946,Torsion,6.0,0.12,8.0,,15.4134,136640877874.1761,0.2329,0.3717,1,100000013664092.83
947,Torsion,7.0,0.12,8.0,,7.4048,136905605210.5264,0.2359,0.1951,1,100000013690563.05
948,Torsion,8.0,0.12,8.0,,75.7862,111860208070.7469,0.4318,0.7318,1,100000011186044.36
949,Torsion,9.0,0.12,8.0,,11.3283,134084898372.2106,0.2541,0.1807,1,100000013408493.55
950,Torsion,10.0,0.12,8.0,,20.242,133973677982.5866,0.3966,0.3831,1,100000013397374.42
951,Torsion,0,0.14,8.0,,8.1338,121844270393.8415,0.0876,0.0913,1,100000012184429.61
952,Torsion,1.0,0.14,8.0,,112.161,85326236141.4049,3.1416,1.0317,1,100000008532660.19
953,Torsion,2.0,0.14,8.0,,8.3075,126900945579.3129,0.0865,0.1621,1,100000012690097.22
954,Torsion,3.0,0.14,8.0,,129.8654,87833917364.3407,3.1416,0.7434,1,100000008783433.42
955,Torsion,4.0,0.14,8.0,,7.5349,100649300119.341,0.2896,0.134,1,100000010064932.56
956,Torsion,5.0,0.14,8.0,,5.2229,135982225119.6869,0.2398,0.1409,1,100000013598224.34
957,Torsion,6.0,0.14,8.0,,11.7491,122634006097.7708,0.1369,0.2031,1,100000012263404.38
958,Torsion,7.0,0.14,8.0,,9.19,136117083752.6738,0.2464,0.1102,1,100000013611711.38
959,Torsion,8.0,0.14,8.0,,11.4524,134536693216.1955,0.138,0.1875,1,100000013453672.98
960,Torsion,9.0,0.14,8.0,,27.2943,131023550494.1027,0.2442,0.1428,1,100000013102363.52
961,Torsion,10.0,0.14,8.0,,7.9706,134782499405.7027,0.1526,0.1634,1,100000013478252.55
962,Torsion,0,0.02,10.0,,92.0459,102139833591.5011,0.9018,0.6757,1,100000010214012.08
963,Torsion,1.0,0.02,10.0,,18.6161,95749237737.4036,0.4177,0.3338,1,100000009574929.89
964,Torsion,2.0,0.02,10.0,,7.8608,137041817904.3855,0.2535,0.2799,1,100000013704184.52
965,Torsion,3.0,0.02,10.0,,11.5462,139291492742.3591,1.233,0.2987,1,100000013929153.81
966,Torsion,4.0,0.02,10.0,,11.2349,127002704052.3837,0.2653,0.2057,1,100000012700274.11
967,Torsion,5.0,0.02,10.0,,12.9816,133993543160.8272,0.1884,0.1311,1,100000013399358.44
968,Torsion,6.0,0.02,10.0,,13.8297,94715556830.4666,0.1259,0.2173,1,100000009471560.08
969,Torsion,7.0,0.02,10.0,,15.4029,93718891366.1152,0.2192,0.3473,1,100000009371894.16
970,Torsion,8.0,0.02,10.0,,43.0708,117546959173.1446,0.3687,0.3658,1,100000011754709.36
971,Torsion,9.0,0.02,10.0,,181.0417,60681567167.834,3.1416,1.2196,1,100000006068214.08
972,Torsion,10.0,0.02,10.0,,174.5313,84431384107.1689,3.1416,1.4574,1,100000008443193.98
973,Torsion,0,0.04,10.0,,129.0747,110582513128.8345,3.1416,0.9903,1,100000011058292.92
974,Torsion,1.0,0.04,10.0,,190.1365,66270650700.3452,3.1408,1.23,1,100000006627125.17
975,Torsion,2.0,0.04,10.0,,17.9982,136251822195.6466,0.3362,0.3191,1,100000013625188.08
976,Torsion,3.0,0.04,10.0,,8.6505,127270290135.578,0.1165,0.1337,1,100000012727031.78
977,Torsion,4.0,0.04,10.0,,284.0,102996388493.4382,3.1409,1.3096,1,100000010299727.17
978,Torsion,5.0,0.04,10.0,,122.3466,68143274870.362,1.157,0.3447,1,100000006814365.25
979,Torsion,6.0,0.04,10.0,,15.0744,130943979458.9118,0.2086,0.2254,1,100000013094402.77
980,Torsion,7.0,0.04,10.0,,182.2757,80345615765.7393,3.1415,1.3373,1,100000008034619.39
981,Torsion,8.0,0.04,10.0,,78.7897,104816572636.1876,3.1415,1.535,1,100000010481684.17
982,Torsion,9.0,0.04,10.0,,9.8966,134357485442.591,0.2085,0.2222,1,100000013435751.81
983,Torsion,10.0,0.04,10.0,,12.0935,134621866829.4952,0.1378,0.1774,1,100000013462190.53
984,Torsion,0,0.06,10.0,,169.703,75132214019.7575,3.1416,0.8732,1,100000007513275.12
985,Torsion,1.0,0.06,10.0,,7.903,137061979097.1386,0.1307,0.323,1,100000013706200.6
986,Torsion,2.0,0.06,10.0,,12.4629,117850907120.9428,0.1281,0.1541,1,100000011785094.66
987,Torsion,3.0,0.06,10.0,,93.8764,72162954026.469,0.3893,0.5793,1,100000007216324.25
988,Torsion,4.0,0.06,10.0,,197.8414,63971665313.14,0.8249,0.6518,0,6397226.9174
989,Torsion,5.0,0.06,10.0,,10.1266,110551747943.4525,0.2279,0.1857,1,100000011055178.12
990,Torsion,6.0,0.06,10.0,,19.1722,124332468962.4345,0.7082,0.2485,1,100000012433253.31
991,Torsion,7.0,0.06,10.0,,19.8616,127505718106.068,0.4173,0.3406,1,100000012750578.3
992,Torsion,8.0,0.06,10.0,,134.5192,73911631245.1151,0.5083,0.3432,1,100000007391204.08
993,Torsion,9.0,0.06,10.0,,9.1521,133852238744.8096,0.2303,0.3366,1,100000013385227.02
994,Torsion,10.0,0.06,10.0,,7.8014,134969046008.1996,0.2221,0.2375,1,100000013496907.27
995,Torsion,0,0.08,10.0,,13.9772,137830347313.0865,3.1416,0.1356,1,100000013783041.22
996,Torsion,1.0,0.08,10.0,,15.8778,132109342471.7968,0.1712,0.3011,1,100000013210939.34
997,Torsion,2.0,0.08,10.0,,7.7201,137572569852.848,0.2438,0.3525,1,100000013757259.72
998,Torsion,3.0,0.08,10.0,,9.8701,117746586151.251,0.2314,0.1745,1,100000011774661.86
999,Torsion,4.0,0.08,10.0,,38.2558,139189324753.2626,0.4363,0.5014,1,100000013918944.61
1000,Torsion,5.0,0.08,10.0,,138.2043,78120472927.7092,3.1415,0.6699,1,100000007812091.42
1001,Torsion,6.0,0.08,10.0,,19.8283,138442413024.7131,0.3584,0.2562,1,100000013844247.69
1002,Torsion,7.0,0.08,10.0,,127.81,70658517466.895,3.1416,1.2331,1,100000007065893.16
1003,Torsion,8.0,0.08,10.0,,127.8971,69791990689.1972,3.1416,0.6,1,100000006979240.06
1004,Torsion,9.0,0.08,10.0,,5.6413,135054007353.5638,0.1496,0.196,1,100000013505402.67
1005,Torsion,10.0,0.08,10.0,,23.1984,133428118261.1074,0.1401,0.1617,1,100000013342819.0
1006,Torsion,0,0.1,10.0,,26.9784,126262201528.5579,0.2946,0.3483,1,100000012626228.7
1007,Torsion,1.0,0.1,10.0,,9.1776,117520805092.7304,0.2045,0.318,1,100000011752083.62
1008,Torsion,2.0,0.1,10.0,,17.3417,130250637029.5648,0.1879,0.1779,1,100000013025069.16
1009,Torsion,3.0,0.1,10.0,,103.3904,75591919763.6053,0.7671,0.3475,1,100000007559223.78
1010,Torsion,4.0,0.1,10.0,,18.5891,134266109319.6531,0.2477,0.7834,1,100000013426617.23
1011,Torsion,5.0,0.1,10.0,,57.997,106040469405.207,3.1416,0.6692,1,100000010604067.0
1012,Torsion,6.0,0.1,10.0,,21.6861,116096176940.5149,0.2813,0.1585,0,11609624.5077
1013,Torsion,7.0,0.1,10.0,,112.978,72828652021.9094,3.1416,0.5273,1,100000007282901.66
1014,Torsion,8.0,0.1,10.0,,223.241,85806124657.5253,3.1416,1.4966,1,100000008580682.69
1015,Torsion,9.0,0.1,10.0,,180.4117,60922344285.1374,3.1416,1.376,1,100000006092291.72
1016,Torsion,10.0,0.1,10.0,,103.1449,88139625579.6312,0.2484,0.2818,1,100000008813993.88
1017,Torsion,0,0.12,10.0,,14.127,126992470639.2121,0.1973,0.278,1,100000012699251.64
1018,Torsion,1.0,0.12,10.0,,8.4523,136350729689.7349,0.1039,0.1921,1,100000013635075.72
1019,Torsion,2.0,0.12,10.0,,10.8722,120877065131.8057,0.1111,0.1752,1,100000012087709.97
1020,Torsion,3.0,0.12,10.0,,140.1804,96507400630.7298,0.6536,0.6541,1,100000009650783.03
1021,Torsion,4.0,0.12,10.0,,14.283,128475219519.5972,0.1211,0.2764,1,100000012847526.52
1022,Torsion,5.0,0.12,10.0,,87.5458,86104927877.6944,0.733,0.654,1,100000008610520.02
1023,Torsion,6.0,0.12,10.0,,9.1097,137571712445.6316,0.2352,0.3219,1,100000013757174.38
1024,Torsion,7.0,0.12,10.0,,15.6853,134041675071.4958,0.2096,0.0988,1,100000013404172.42
1025,Torsion,8.0,0.12,10.0,,167.2184,63507199212.7515,0.7715,0.8264,1,100000006350771.2
1026,Torsion,9.0,0.12,10.0,,17.2673,134101788740.7301,0.2432,0.2563,1,100000013410184.4
1027,Torsion,10.0,0.12,10.0,,39.6887,50944354057.9591,0.3931,0.1504,1,100000005094447.69
1028,Torsion,0,0.14,10.0,,7.5892,119997976374.727,0.0883,0.1233,1,100000011999800.06
1029,Torsion,1.0,0.14,10.0,,12.7089,135788711596.1079,0.1316,0.1426,1,100000013578875.17
1030,Torsion,2.0,0.14,10.0,,9.8452,116847360127.2316,0.1985,0.1978,1,100000011684739.25
1031,Torsion,3.0,0.14,10.0,,73.4939,101464249016.4853,3.1416,1.0607,1,100000010146449.89
1032,Torsion,4.0,0.14,10.0,,34.3174,45080801487.4357,0.5699,0.1721,1,100000004508090.97
1033,Torsion,5.0,0.14,10.0,,110.2501,81799032405.4131,3.1416,1.1368,1,100000008179939.31
1034,Torsion,6.0,0.14,10.0,,14.5257,134456771934.9576,0.1171,0.1537,1,100000013445681.73
1035,Torsion,7.0,0.14,10.0,,11.1363,128637426202.3641,0.161,0.1612,1,100000012863746.19
1036,Torsion,8.0,0.14,10.0,,71.8578,94383656116.9023,0.1418,0.176,1,100000009438387.39
1037,Torsion,9.0,0.14,10.0,,7.3045,135151283603.804,0.1419,0.1831,1,100000013515130.78
1038,Torsion,10.0,0.14,10.0,,33.4299,68682508691.886,0.7125,0.4856,1,100000006868261.73
