Итерация,Тип подвески,Xmech1,Xmech2,Xmech3,,Плавность хода,Энергопотребление,Угол крена,Угол дифферента,Проходимость,Итоговая Парето
257,Rocker Bogie,10,0.6,1.4,,12.5563,21217671.2977,3.1405,1.5681,1,100000000002128.83
258,Rocker Bogie,20.0,0.6,1.4,,15.826,7598246.2847,3.1415,1.5333,0,767.8447
259,Rocker Bogie,30.0,0.6,1.4,,11.0519,7770770.3913,0.9802,1.4349,0,782.0832
260,Rocker Bogie,40.0,0.6,1.4,,9.9158,383940.8614,0.1878,0.6465,0,41.9528
261,Rocker Bogie,50.0,0.6,1.4,,15.3282,7050974.9068,0.3329,0.3013,0,710.14
262,Rocker Bogie,60.0,0.6,1.4,,20.6714,4917660.1465,0.3869,0.9449,0,498.8997
263,Rocker Bogie,70.0,0.6,1.4,,10.7571,5767628.8034,0.3213,0.5017,0,580.5661
264,Rocker Bogie,80.0,0.6,1.4,,16.7553,13260036.3856,0.8104,0.7994,0,1332.1571
265,Rocker Bogie,90.0,0.6,1.4,,11.8522,3017017.6746,0.3428,0.7173,0,305.9995
266,Rocker Bogie,100.0,0.6,1.4,,14.3926,6476371.8758,0.1498,0.5513,0,652.4458
267,Rocker Bogie,10,0.6,1.6,,12.9235,6081437.031,0.1076,0.1947,0,612.2324
268,Rocker Bogie,20.0,0.6,1.6,,15.4625,7972958.4291,0.0869,0.2457,0,802.1674
269,Rocker Bogie,30.0,0.6,1.6,,11.3463,13152935.4567,0.2522,0.4589,0,1319.1952
270,Rocker Bogie,40.0,0.6,1.6,,22.2649,8826498.1094,0.4366,0.3507,0,889.8804
271,Rocker Bogie,50.0,0.6,1.6,,10.8994,17062660.9571,3.1416,1.5582,1,100000000001712.83
272,Rocker Bogie,60.0,0.6,1.6,,10.2561,4436618.6481,0.1011,1.171,0,447.6292
273,Rocker Bogie,70.0,0.6,1.6,,13.2538,6585732.2678,0.2843,0.3662,0,663.0047
274,Rocker Bogie,80.0,0.6,1.6,,10.9442,873987.2701,0.2214,0.9907,1,100000000000091.53
275,Rocker Bogie,90.0,0.6,1.6,,9.5681,439476.7856,0.4463,0.2228,0,47.2864
276,Rocker Bogie,100.0,0.6,1.6,,10.867,16485604.3235,3.1412,1.4298,1,100000000001655.02
277,Rocker Bogie,10,0.8,0.6,,16.1191,20695397.0925,0.3459,0.7498,0,2075.1425
278,Rocker Bogie,20.0,0.8,0.6,,12.2689,6551458.2042,0.3202,0.7763,0,659.594
279,Rocker Bogie,30.0,0.8,0.6,,10.3742,530490.3579,0.3829,0.8546,0,57.0276
280,Rocker Bogie,40.0,0.8,0.6,,17.7356,2716775.8348,3.1415,1.333,0,280.1304
281,Rocker Bogie,50.0,0.8,0.6,,27.443,6199850.0734,3.1415,1.5661,0,631.5133
282,Rocker Bogie,60.0,0.8,0.6,,17.8637,2560532.5013,0.1335,0.6142,0,261.9358
283,Rocker Bogie,70.0,0.8,0.6,,10.7787,8026251.9912,0.1841,0.7108,0,806.4853
284,Rocker Bogie,80.0,0.8,0.6,,11.1939,6124082.6349,0.1824,0.3103,0,616.1113
285,Rocker Bogie,90.0,0.8,0.6,,11.7457,18234438.3087,0.1854,0.6776,1,100000000001827.58
286,Rocker Bogie,100.0,0.8,0.6,,14.4818,3349039.3195,0.1571,0.7129,0,339.8575
287,Rocker Bogie,10,0.8,0.8,,14.4262,21814750.3584,3.1414,1.5106,1,100000000002189.06
288,Rocker Bogie,20.0,0.8,0.8,,11.3511,5592367.6286,0.9736,1.5,0,564.3736
289,Rocker Bogie,30.0,0.8,0.8,,11.8697,8455664.0978,0.6699,0.4199,0,849.8902
290,Rocker Bogie,40.0,0.8,0.8,,40.6874,10548089.9056,3.1415,1.5345,0,1070.2884
291,Rocker Bogie,50.0,0.8,0.8,,12.914,33375211.0552,3.1415,0.4548,1,100000000003343.9
292,Rocker Bogie,60.0,0.8,0.8,,10.3609,682688.5921,0.3718,0.4667,0,71.9641
293,Rocker Bogie,70.0,0.8,0.8,,15.3143,13470045.9178,0.5457,1.191,0,1352.8146
294,Rocker Bogie,80.0,0.8,0.8,,22.5405,6515899.073,3.1414,1.4045,0,661.5341
295,Rocker Bogie,90.0,0.8,0.8,,10.3705,10808020.3388,0.289,0.5123,0,1084.4741
296,Rocker Bogie,100.0,0.8,0.8,,10.8036,7296430.8218,0.0991,0.2751,0,733.1461
297,Rocker Bogie,10,0.8,1.0,,10.3464,6739793.4586,0.2009,0.8124,0,677.7926
298,Rocker Bogie,20.0,0.8,1.0,,11.1952,7203146.412,0.2129,0.8924,0,724.4469
299,Rocker Bogie,30.0,0.8,1.0,,15.181,964585.5723,0.0727,1.0374,0,101.7899
300,Rocker Bogie,40.0,0.8,1.0,,12.0656,20412537.5989,3.1415,0.8125,1,100000000002047.64
301,Rocker Bogie,50.0,0.8,1.0,,20.1241,11878276.339,3.1416,1.5083,0,1197.1198
302,Rocker Bogie,60.0,0.8,1.0,,18.9556,9907979.3675,0.6434,0.5789,0,997.3403
303,Rocker Bogie,70.0,0.8,1.0,,10.495,5770574.8494,0.0605,0.209,0,580.3946
304,Rocker Bogie,80.0,0.8,1.0,,13.6889,6540601.6582,0.0604,0.9447,1,100000000000658.88
305,Rocker Bogie,90.0,0.8,1.0,,10.3598,8335483.3302,0.1272,1.247,1,100000000000837.62
306,Rocker Bogie,100.0,0.8,1.0,,10.3172,7768237.2838,0.2345,0.3063,0,780.2974
307,Rocker Bogie,10,0.8,1.2,,16.289,9655946.9956,3.1416,1.5701,1,100000000000973.78
308,Rocker Bogie,20.0,0.8,1.2,,10.2759,3963999.2573,0.0855,1.2745,0,400.4346
309,Rocker Bogie,30.0,0.8,1.2,,10.7087,34777569.408,3.1416,0.7573,1,100000000003483.7
310,Rocker Bogie,40.0,0.8,1.2,,12.3077,10876764.6489,3.1416,1.4108,1,100000000001094.56
311,Rocker Bogie,50.0,0.8,1.2,,12.9184,4340838.9844,0.1273,0.2915,0,438.2526
312,Rocker Bogie,60.0,0.8,1.2,,10.9718,548509.901,0.6679,0.3876,0,58.8813
313,Rocker Bogie,70.0,0.8,1.2,,9.7044,6867118.3344,0.329,0.2415,0,690.0224
314,Rocker Bogie,80.0,0.8,1.2,,9.9779,2563730.7301,0.194,0.5656,0,259.8981
315,Rocker Bogie,90.0,0.8,1.2,,9.8931,5134722.0651,0.0604,0.2637,0,516.667
316,Rocker Bogie,100.0,0.8,1.2,,11.1819,623874.3251,0.1041,0.4466,0,66.1275
317,Rocker Bogie,10,0.8,1.4,,13.2557,19950028.3816,3.1415,0.6432,1,100000000002001.62
318,Rocker Bogie,20.0,0.8,1.4,,19.81,10704609.9103,0.3726,0.6227,0,1077.1007
319,Rocker Bogie,30.0,0.8,1.4,,13.2197,9926221.2923,3.1416,0.4273,0,999.0862
320,Rocker Bogie,40.0,0.8,1.4,,13.1058,14018326.0735,0.9705,1.204,0,1407.2865
321,Rocker Bogie,50.0,0.8,1.4,,10.6342,8179423.2029,0.6174,0.7091,0,822.0611
322,Rocker Bogie,60.0,0.8,1.4,,12.9385,1212515.4987,2.8113,0.9905,0,127.7944
323,Rocker Bogie,70.0,0.8,1.4,,10.6439,8006179.289,0.6725,0.6712,0,804.7516
324,Rocker Bogie,80.0,0.8,1.4,,15.4956,9052266.6939,0.3726,0.7166,0,910.6378
325,Rocker Bogie,90.0,0.8,1.4,,16.362,8841949.6518,0.7639,0.6813,0,890.1152
326,Rocker Bogie,100.0,0.8,1.4,,15.2187,15439045.22,0.3269,0.6384,0,1549.1458
327,Rocker Bogie,10,0.8,1.6,,11.2951,14500363.7794,0.2001,0.3615,0,1453.818
328,Rocker Bogie,20.0,0.8,1.6,,12.3028,14043602.5021,0.1118,0.5678,0,1408.5268
329,Rocker Bogie,30.0,0.8,1.6,,11.2841,7121094.3637,0.0819,0.2397,0,715.7198
330,Rocker Bogie,40.0,0.8,1.6,,11.7021,10400371.7322,3.1393,1.5093,0,1046.8018
331,Rocker Bogie,50.0,0.8,1.6,,23.5033,11774825.4789,3.1415,1.1145,0,1187.5127
332,Rocker Bogie,60.0,0.8,1.6,,9.906,6505585.5322,0.204,0.7806,0,654.2196
333,Rocker Bogie,70.0,0.8,1.6,,10.6842,6864102.8488,0.3473,0.1604,0,689.971
334,Rocker Bogie,80.0,0.8,1.6,,9.8121,7325001.3314,0.684,0.6801,0,736.3986
335,Rocker Bogie,90.0,0.8,1.6,,11.9642,4313792.3814,0.4112,0.2835,0,435.4548
336,Rocker Bogie,100.0,0.8,1.6,,11.8723,13460468.5357,0.4329,0.4088,0,1350.1977
337,Rocker Bogie,10,1.0,0.6,,10.7378,411743.9801,0.4878,0.5638,0,45.1319
338,Rocker Bogie,20.0,1.0,0.6,,16.1251,5662574.3176,3.1416,1.5577,0,574.3845
339,Rocker Bogie,30.0,1.0,0.6,,10.8541,7830030.4799,0.6856,0.7528,0,787.2662
340,Rocker Bogie,40.0,1.0,0.6,,11.4452,20966267.5008,3.1415,0.4617,1,100000000002102.58
341,Rocker Bogie,50.0,1.0,0.6,,21.4675,37214323.6028,3.1416,1.4984,0,3731.1206
342,Rocker Bogie,60.0,1.0,0.6,,19.133,8014077.072,0.8128,1.5026,0,808.7684
343,Rocker Bogie,70.0,1.0,0.6,,15.9843,9306355.3551,0.1271,0.326,0,935.748
344,Rocker Bogie,80.0,1.0,0.6,,20.9246,26718014.2322,0.0768,0.5602,0,2678.5248
345,Rocker Bogie,90.0,1.0,0.6,,13.6791,709363.0579,0.4808,0.6396,0,75.8243
346,Rocker Bogie,100.0,1.0,0.6,,13.2823,835219.9925,0.277,0.59,0,88.1136
347,Rocker Bogie,10,1.0,0.8,,24.1437,15152322.1902,3.1406,0.7317,0,1525.1859
348,Rocker Bogie,20.0,1.0,0.8,,41.2181,7193538.6123,3.1416,1.4337,0,734.922
349,Rocker Bogie,30.0,1.0,0.8,,11.6182,7851220.9389,0.5028,0.7768,0,789.5033
350,Rocker Bogie,40.0,1.0,0.8,,22.4253,13173689.802,3.1416,1.522,1,100000000001327.36
351,Rocker Bogie,50.0,1.0,0.8,,10.427,6438589.6234,0.5786,0.4956,0,647.739
352,Rocker Bogie,60.0,1.0,0.8,,18.1342,1970715.9263,1.0842,0.3632,0,203.525
353,Rocker Bogie,70.0,1.0,0.8,,13.1306,7390475.5775,3.1415,1.5154,0,746.2466
354,Rocker Bogie,80.0,1.0,0.8,,10.2461,7864302.8687,0.1189,0.5689,0,789.9856
355,Rocker Bogie,90.0,1.0,0.8,,9.8798,300432.0366,0.232,0.2531,0,33.3467
356,Rocker Bogie,100.0,1.0,0.8,,10.6156,459361.9102,0.2098,0.4187,0,49.5608
357,Rocker Bogie,10,1.0,1.0,,11.0181,7323112.9696,0.1442,0.7912,0,736.2715
358,Rocker Bogie,20.0,1.0,1.0,,10.84,7446485.97,0.2908,0.5076,0,748.4594
359,Rocker Bogie,30.0,1.0,1.0,,10.7469,5893075.9468,0.4489,0.6836,0,593.3244
360,Rocker Bogie,40.0,1.0,1.0,,19.3167,34685389.3518,3.1416,1.4932,0,3477.5783
361,Rocker Bogie,50.0,1.0,1.0,,11.9431,9085071.5902,3.1416,0.7856,1,100000000000914.84
362,Rocker Bogie,60.0,1.0,1.0,,12.8692,27108472.8743,0.0999,0.6726,0,2715.2488
363,Rocker Bogie,70.0,1.0,1.0,,14.2235,5113176.1599,0.1232,0.6806,0,516.1474
364,Rocker Bogie,80.0,1.0,1.0,,10.52,5750193.4116,0.2264,0.3808,0,578.6004
365,Rocker Bogie,90.0,1.0,1.0,,11.0499,465245.6308,0.3897,0.5173,0,50.4744
366,Rocker Bogie,100.0,1.0,1.0,,10.6771,8294920.3022,0.2087,0.6095,0,833.2679
367,Rocker Bogie,10,1.0,1.2,,25.7553,14778056.8661,3.1416,1.5668,1,100000000001488.83
368,Rocker Bogie,20.0,1.0,1.2,,11.4903,486512.1921,0.5544,0.7739,0,53.0281
369,Rocker Bogie,30.0,1.0,1.2,,12.3756,7677460.341,0.1765,0.8313,0,772.1642
370,Rocker Bogie,40.0,1.0,1.2,,10.5499,5909658.281,0.3285,0.9554,0,595.0295
371,Rocker Bogie,50.0,1.0,1.2,,11.1771,15081647.2254,0.7842,0.5345,0,1512.441
372,Rocker Bogie,60.0,1.0,1.2,,11.6138,8665347.2779,0.9527,0.6667,0,871.1524
373,Rocker Bogie,70.0,1.0,1.2,,10.5176,7553394.4758,0.17,0.695,0,759.1002
374,Rocker Bogie,80.0,1.0,1.2,,10.7739,7093545.1818,0.3798,0.4216,0,713.1476
375,Rocker Bogie,90.0,1.0,1.2,,11.1902,13580826.1784,0.3408,0.5467,0,1362.0609
376,Rocker Bogie,100.0,1.0,1.2,,11.1304,13621108.9975,0.2424,0.3757,0,1365.8827
377,Rocker Bogie,10,1.0,1.4,,12.562,7475480.9777,1.1591,0.464,0,752.4528
378,Rocker Bogie,20.0,1.0,1.4,,18.2627,4244835.7577,3.1416,1.5498,0,433.2463
379,Rocker Bogie,30.0,1.0,1.4,,10.7678,549149.3739,0.4454,0.7899,0,59.01
380,Rocker Bogie,40.0,1.0,1.4,,28.8063,8097624.4532,3.1414,1.5539,0,821.691
381,Rocker Bogie,50.0,1.0,1.4,,10.6515,9349409.7524,0.2435,1.0087,0,939.013
382,Rocker Bogie,60.0,1.0,1.4,,12.647,9646912.149,3.1416,0.855,0,971.283
383,Rocker Bogie,70.0,1.0,1.4,,11.1529,8442277.2941,0.1621,1.1465,0,848.4896
384,Rocker Bogie,80.0,1.0,1.4,,10.5527,545572.5109,0.2523,0.4543,0,58.2176
385,Rocker Bogie,90.0,1.0,1.4,,10.714,485198.5114,0.3255,0.4152,0,52.2526
386,Rocker Bogie,100.0,1.0,1.4,,10.6966,8039913.4928,0.1741,0.4227,0,807.6181
387,Rocker Bogie,10,1.0,1.6,,11.3934,498666.8369,0.8114,0.3043,0,54.0657
388,Rocker Bogie,20.0,1.0,1.6,,16.5059,8879376.5145,3.1416,1.5403,0,896.1667
389,Rocker Bogie,30.0,1.0,1.6,,12.4724,10618662.2527,3.1416,1.5639,0,1068.9018
390,Rocker Bogie,40.0,1.0,1.6,,10.8758,7197563.3411,0.119,0.9249,0,723.7498
391,Rocker Bogie,50.0,1.0,1.6,,13.52,3073699.3321,3.1416,1.5596,0,314.7167
392,Rocker Bogie,60.0,1.0,1.6,,15.1322,5324821.859,3.1416,1.4186,0,540.214
393,Rocker Bogie,70.0,1.0,1.6,,10.6993,2876549.6598,0.0652,0.306,1,100000000000291.12
394,Rocker Bogie,80.0,1.0,1.6,,11.4804,409215.3744,0.1512,0.497,0,44.8194
395,Rocker Bogie,90.0,1.0,1.6,,9.5494,316650.9107,0.0715,0.3413,0,34.8189
396,Rocker Bogie,100.0,1.0,1.6,,12.1611,6696736.2501,0.8414,0.6657,0,674.3769
397,Rocker Bogie,10,1.2,0.6,,16.0937,449831.2945,3.1416,1.509,0,53.0667
398,Rocker Bogie,20.0,1.2,0.6,,10.9538,354490.5187,0.2173,0.7868,0,39.4381
399,Rocker Bogie,30.0,1.2,0.6,,12.1818,5078403.2298,0.1526,1.1524,0,512.4084
400,Rocker Bogie,40.0,1.2,0.6,,10.9403,10742437.2446,0.183,0.9788,0,1078.3391
401,Rocker Bogie,50.0,1.2,0.6,,11.8752,13405964.1536,0.8777,0.8701,0,1345.3824
402,Rocker Bogie,60.0,1.2,0.6,,10.0364,393382.3489,0.6168,0.7233,0,43.2872
403,Rocker Bogie,70.0,1.2,0.6,,11.0813,320484.604,0.06,0.4366,0,35.7205
404,Rocker Bogie,80.0,1.2,0.6,,16.1719,57899027.9982,3.1415,0.347,1,100000000005797.2
405,Rocker Bogie,90.0,1.2,0.6,,10.5406,395954.6427,0.1835,0.2725,0,43.0769
406,Rocker Bogie,100.0,1.2,0.6,,11.8906,7967172.7006,0.1465,0.7454,0,800.9088
407,Rocker Bogie,10,1.2,0.8,,10.7722,423662.4251,0.3556,0.6359,0,46.2919
408,Rocker Bogie,20.0,1.2,0.8,,17.0717,11160278.5458,3.1402,1.5364,0,1124.423
409,Rocker Bogie,30.0,1.2,0.8,,10.0563,332806.7819,0.097,0.7508,0,36.8911
410,Rocker Bogie,40.0,1.2,0.8,,12.5961,13933198.0822,3.1416,0.9054,0,1399.9315
411,Rocker Bogie,50.0,1.2,0.8,,11.3166,14118670.081,0.1335,1.4652,0,1416.3811
412,Rocker Bogie,60.0,1.2,0.8,,13.2086,6023197.0638,0.0545,0.8167,0,606.8921
413,Rocker Bogie,70.0,1.2,0.8,,10.4788,6221203.509,0.235,0.5343,0,625.8025
414,Rocker Bogie,80.0,1.2,0.8,,10.5172,7203518.1691,0.3913,0.5429,0,724.161
415,Rocker Bogie,90.0,1.2,0.8,,11.6288,7479471.7794,0.1119,0.6142,0,751.9441
416,Rocker Bogie,100.0,1.2,0.8,,10.7111,6706976.0712,0.2393,0.549,0,674.4627
417,Rocker Bogie,10,1.2,1.0,,12.8603,7321325.5447,0.5727,1.2864,0,737.292
418,Rocker Bogie,20.0,1.2,1.0,,10.9836,516117.4856,0.4133,0.9007,0,55.8267
419,Rocker Bogie,30.0,1.2,1.0,,14.3573,8643877.6162,3.1416,0.5951,0,871.3107
420,Rocker Bogie,40.0,1.2,1.0,,10.3778,351744.3882,0.1926,0.7769,0,38.9664
421,Rocker Bogie,50.0,1.2,1.0,,10.4543,7133863.1478,0.2973,0.7965,0,717.2882
422,Rocker Bogie,60.0,1.2,1.0,,10.5463,6146046.6105,0.4772,0.729,0,618.6129
423,Rocker Bogie,70.0,1.2,1.0,,10.3602,498119.6324,0.2129,0.4558,0,53.3881
424,Rocker Bogie,80.0,1.2,1.0,,11.9188,8177595.5861,0.2329,0.8052,0,822.0618
425,Rocker Bogie,90.0,1.2,1.0,,10.9033,7487046.5183,0.1561,0.7075,0,752.5802
426,Rocker Bogie,100.0,1.2,1.0,,9.7848,412429.8113,0.1315,0.3893,0,44.543
427,Rocker Bogie,10,1.2,1.2,,10.4826,417084.5279,0.3089,0.6474,0,45.5227
428,Rocker Bogie,20.0,1.2,1.2,,12.3044,7492297.1628,3.1416,1.023,0,755.8362
429,Rocker Bogie,30.0,1.2,1.2,,10.4574,7712487.5205,0.0964,0.6842,0,774.9324
430,Rocker Bogie,40.0,1.2,1.2,,10.6901,7372213.1428,0.2424,1.0348,0,741.3224
431,Rocker Bogie,50.0,1.2,1.2,,9.8661,338258.3605,0.0586,0.6587,0,37.2878
432,Rocker Bogie,60.0,1.2,1.2,,10.4613,406084.9771,0.1126,0.6333,0,44.269
433,Rocker Bogie,70.0,1.2,1.2,,10.4602,406075.9468,0.1037,0.7529,0,44.3453
434,Rocker Bogie,80.0,1.2,1.2,,10.0277,481847.3483,0.1311,0.4543,0,51.6028
435,Rocker Bogie,90.0,1.2,1.2,,10.339,425323.8058,0.0959,0.54,0,46.0792
436,Rocker Bogie,100.0,1.2,1.2,,10.8197,484454.0059,0.3023,0.2933,0,52.1082
437,Rocker Bogie,10,1.2,1.4,,11.3103,9366812.6974,0.2221,1.0569,0,940.9696
438,Rocker Bogie,20.0,1.2,1.4,,9.8575,318972.0991,0.0603,0.59,0,35.3097
439,Rocker Bogie,30.0,1.2,1.4,,10.2914,7638344.9173,0.919,1.0045,0,768.2684
440,Rocker Bogie,40.0,1.2,1.4,,9.6077,10566961.7652,0.2704,0.6165,1,100000000001060.2
441,Rocker Bogie,50.0,1.2,1.4,,9.7233,325817.7316,0.0985,0.4598,0,35.8896
442,Rocker Bogie,60.0,1.2,1.4,,9.8737,401294.1342,0.1531,0.4784,0,43.5336
443,Rocker Bogie,70.0,1.2,1.4,,8.9386,250283.4828,0.0611,0.4956,1,100000000000028.1
444,Rocker Bogie,80.0,1.2,1.4,,9.7784,335860.4676,0.0846,0.349,0,36.8231
445,Rocker Bogie,90.0,1.2,1.4,,10.5989,7834357.8378,0.2053,0.541,0,787.1378
446,Rocker Bogie,100.0,1.2,1.4,,11.3284,554638.3086,0.4349,0.5324,0,59.5395
447,Rocker Bogie,10,1.2,1.6,,10.1198,334110.3169,0.0953,0.6926,0,36.9985
448,Rocker Bogie,20.0,1.2,1.6,,10.1574,7390556.1277,0.9017,1.0575,0,743.4743
449,Rocker Bogie,30.0,1.2,1.6,,10.0809,378132.8709,0.0953,0.6942,0,41.3902
450,Rocker Bogie,40.0,1.2,1.6,,11.3466,619065.4824,0.2618,0.6287,0,65.9339
451,Rocker Bogie,50.0,1.2,1.6,,10.9956,11939308.0256,0.0972,0.3352,0,1197.5322
452,Rocker Bogie,60.0,1.2,1.6,,11.0021,470870.7599,0.3617,0.5806,0,51.0473
453,Rocker Bogie,70.0,1.2,1.6,,10.5233,7798071.2176,0.1017,1.0716,0,783.7855
454,Rocker Bogie,80.0,1.2,1.6,,10.3634,565393.4057,0.2265,0.5393,0,60.1844
455,Rocker Bogie,90.0,1.2,1.6,,9.5845,311876.2978,0.1443,0.4666,0,34.4906
456,Rocker Bogie,100.0,1.2,1.6,,10.5668,608935.3688,0.2827,0.5847,0,64.6707
457,Rocker Bogie,10,1.4,0.6,,13.09,10953706.1101,0.1724,0.8245,0,1099.9955
458,Rocker Bogie,20.0,1.4,0.6,,11.5499,27184100.4878,0.1223,1.1034,0,2722.733
459,Rocker Bogie,30.0,1.4,0.6,,11.3876,43878616.609,0.1578,1.4553,0,4392.4071
460,Rocker Bogie,40.0,1.4,0.6,,10.2126,21806494.2217,3.1415,0.9806,1,100000000002186.6
461,Rocker Bogie,50.0,1.4,0.6,,11.0965,14567079.8762,0.153,1.0667,0,1460.8908
462,Rocker Bogie,60.0,1.4,0.6,,11.7733,11283688.1997,0.1771,1.3274,0,1132.954
463,Rocker Bogie,70.0,1.4,0.6,,10.8962,7320234.9159,0.7297,0.7538,0,736.3308
464,Rocker Bogie,80.0,1.4,0.6,,9.935,407477.739,0.1259,0.5613,0,44.2094
465,Rocker Bogie,90.0,1.4,0.6,,11.1559,7555805.92,0.1253,0.8662,0,759.6214
466,Rocker Bogie,100.0,1.4,0.6,,10.5163,423815.9667,0.1458,0.3806,0,45.905
467,Rocker Bogie,10,1.4,0.8,,10.8971,400051.7444,0.2029,0.9909,0,44.11
468,Rocker Bogie,20.0,1.4,0.8,,12.5343,506413.0414,0.4127,1.1391,0,55.4879
469,Rocker Bogie,30.0,1.4,0.8,,18.3285,8624863.5569,3.1416,1.2319,0,871.0464
470,Rocker Bogie,40.0,1.4,0.8,,9.7651,357402.3098,0.1684,0.6555,0,39.2464
471,Rocker Bogie,50.0,1.4,0.8,,9.8242,411004.0118,0.119,0.7426,0,44.6507
472,Rocker Bogie,60.0,1.4,0.8,,10.5384,488829.6313,0.6209,0.8249,0,53.0565
473,Rocker Bogie,70.0,1.4,0.8,,11.4499,15793642.6572,0.138,1.2161,0,1583.7471
474,Rocker Bogie,80.0,1.4,0.8,,11.5697,15875993.4884,0.1664,1.2918,0,1592.091
475,Rocker Bogie,90.0,1.4,0.8,,10.3341,366992.39,0.2043,0.5069,0,40.2973
476,Rocker Bogie,100.0,1.4,0.8,,10.6384,4816786.4219,0.4504,0.8247,0,485.7627
477,Rocker Bogie,10,1.4,1.0,,10.7917,599853.4937,0.3392,0.861,0,64.063
478,Rocker Bogie,20.0,1.4,1.0,,11.95,6347039.7849,0.3566,1.3742,0,639.5006
479,Rocker Bogie,30.0,1.4,1.0,,10.0079,407666.6454,0.1176,0.8715,0,44.4614
480,Rocker Bogie,40.0,1.4,1.0,,8.9861,18338643.4919,3.1415,1.4335,1,100000000001839.77
481,Rocker Bogie,50.0,1.4,1.0,,10.7098,526227.8803,0.486,0.8864,0,56.7964
482,Rocker Bogie,60.0,1.4,1.0,,10.8541,470314.6949,0.4317,1.0796,0,51.3456
483,Rocker Bogie,70.0,1.4,1.0,,11.892,3757796.435,0.2949,1.2606,0,380.4361
484,Rocker Bogie,80.0,1.4,1.0,,10.3105,7288384.9236,0.1436,0.7356,0,732.5471
485,Rocker Bogie,90.0,1.4,1.0,,10.3547,7216854.9573,0.1235,0.558,0,725.2689
486,Rocker Bogie,100.0,1.4,1.0,,10.6804,430290.7674,0.2369,0.5606,0,46.7915
487,Rocker Bogie,10,1.4,1.2,,11.66,8111865.7554,3.1416,0.9972,0,817.5818
488,Rocker Bogie,20.0,1.4,1.2,,11.0665,399762.3549,0.1954,0.6871,0,43.914
489,Rocker Bogie,30.0,1.4,1.2,,9.746,333261.0254,0.0802,0.7338,0,36.8197
490,Rocker Bogie,40.0,1.4,1.2,,10.4472,448893.6091,0.6076,1.0852,0,49.2085
491,Rocker Bogie,50.0,1.4,1.2,,10.7405,510410.8432,0.2285,1.0301,0,55.1442
492,Rocker Bogie,60.0,1.4,1.2,,11.6441,7974275.4519,0.3309,0.767,0,801.6893
493,Rocker Bogie,70.0,1.4,1.2,,10.5117,5686620.7611,0.2123,0.6378,0,572.4106
494,Rocker Bogie,80.0,1.4,1.2,,10.9577,22386520.9435,0.1405,1.0853,0,2242.7975
495,Rocker Bogie,90.0,1.4,1.2,,10.4928,474485.38,0.1237,0.653,0,51.1401
496,Rocker Bogie,100.0,1.4,1.2,,11.2283,8131300.6967,0.1284,0.8611,0,817.1912
497,Rocker Bogie,10,1.4,1.4,,10.1954,476362.0638,0.1683,1.1372,0,51.6087
498,Rocker Bogie,20.0,1.4,1.4,,10.7862,793441.3731,0.7289,1.2038,0,83.9329
499,Rocker Bogie,30.0,1.4,1.4,,11.9187,43885454.6287,1.9874,1.3134,0,4394.4317
500,Rocker Bogie,40.0,1.4,1.4,,15.5051,13318635.7324,3.0723,1.03,0,1339.3868
501,Rocker Bogie,50.0,1.4,1.4,,10.0692,415637.6714,0.1767,0.8123,0,45.2768
502,Rocker Bogie,60.0,1.4,1.4,,10.9351,436812.7805,0.3403,0.707,0,47.6949
503,Rocker Bogie,70.0,1.4,1.4,,10.9866,6492032.9543,0.7682,0.6871,0,653.5179
504,Rocker Bogie,80.0,1.4,1.4,,11.3812,2597748.1299,2.979,0.8942,0,265.9004
505,Rocker Bogie,90.0,1.4,1.4,,11.0195,412143.9489,0.3035,0.6424,0,45.1824
506,Rocker Bogie,100.0,1.4,1.4,,10.0749,428889.4428,0.2258,0.3133,0,46.2887
507,Rocker Bogie,10,1.4,1.6,,11.6657,894941.076,3.1416,1.4401,0,96.201
508,Rocker Bogie,20.0,1.4,1.6,,9.7381,15296249.8794,3.1395,1.5573,1,100000000001535.83
509,Rocker Bogie,30.0,1.4,1.6,,10.7422,408222.3121,0.2426,0.9219,0,44.86
510,Rocker Bogie,40.0,1.4,1.6,,11.0171,13772928.692,2.7691,1.5429,0,1383.6164
511,Rocker Bogie,50.0,1.4,1.6,,11.3593,2750826.1836,0.4849,1.3249,0,279.7573
512,Rocker Bogie,60.0,1.4,1.6,,9.8948,384338.2209,0.1213,0.5147,0,41.8474
513,Rocker Bogie,70.0,1.4,1.6,,10.7387,485431.3865,0.1799,0.9909,0,52.5843
514,Rocker Bogie,80.0,1.4,1.6,,9.8435,359981.3028,0.0686,0.5396,0,39.3769
515,Rocker Bogie,90.0,1.4,1.6,,11.0333,5180936.4176,0.2345,0.593,0,521.9829
516,Rocker Bogie,100.0,1.4,1.6,,11.2044,8663422.4594,0.1392,0.8497,0,870.3958
517,Rocker Bogie,10,1.6,0.6,,10.2942,366517.6659,0.2178,0.6918,0,40.3768
518,Rocker Bogie,20.0,1.6,0.6,,9.8722,334649.5511,0.1464,0.6724,0,36.9998
519,Rocker Bogie,30.0,1.6,0.6,,11.1327,8118383.9866,0.2725,0.9957,0,816.066
520,Rocker Bogie,40.0,1.6,0.6,,10.5927,431023.985,0.3143,0.7655,0,47.036
521,Rocker Bogie,50.0,1.6,0.6,,11.5236,460126.8852,0.2107,1.0922,0,50.3818
